product_id,product_name,main_category,sub_category,discounted_price,actual_price,discount_percentage,savings,rating,rating_count
B08QX1CC14,SKYWALL 81.28 cm (32 inches) HD Ready Smart LED TV 32SWELS-PRO (Black),Electronics,"Home Theater,TV & Video",7299.0,19125.0,62,11826.0,3.4,902
B0974H97TJ,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)",Computers & Accessories,Accessories & Peripherals,299.0,799.0,63,500.0,4.4,28791
B07GVGTSLN,Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatibl...,Computers & Accessories,Accessories & Peripherals,325.0,1299.0,75,974.0,4.2,10576
B09VCHLSJF,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pr...,Electronics,"Home Theater,TV & Video",29999.0,39999.0,25,10000.0,4.2,7298
B0B1YZX72F,Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851U...,Electronics,"Home Theater,TV & Video",27999.0,40990.0,32,12991.0,4.3,4703
B092BJMT8Q,Samsung 108 cm (43 inches) Crystal 4K Series Ultra HD Smart LED TV UA43AUE60A...,Electronics,"Home Theater,TV & Video",30990.0,52900.0,41,21910.0,4.3,7109
B0BMXMLSMM,"Lapster 65W compatible for OnePlus Dash Warp Charge Cable , type c to c cable...",Computers & Accessories,Accessories & Peripherals,199.0,999.0,80,800.0,4.5,127
B07JH1C41D,Wayona Nylon Braided (2 Pack) Lightning Fast Usb Data Cable Fast Charger Cord...,Computers & Accessories,Accessories & Peripherals,649.0,1999.0,68,1350.0,4.2,24269
B0141EZMAI,"Gizga Essentials USB WiFi Adapter for PC, 150 Mbps Wireless Network Adapter f...",Computers & Accessories,Networking Devices,269.0,800.0,66,531.0,3.6,10134
B09Q5P2MT3,OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black),Electronics,"Home Theater,TV & Video",24999.0,31999.0,22,7000.0,4.2,34899
B08HDH26JX,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Sturdy Cable w...",Computers & Accessories,Accessories & Peripherals,299.0,699.0,57,400.0,4.2,94363
B09VT6JKRP,Lapster USB 3.0 A to Micro B SuperSpeed for hard disk cable - short cable,Computers & Accessories,Accessories & Peripherals,199.0,999.0,80,800.0,4.1,425
B09T3KB6JZ,TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black),Electronics,"Home Theater,TV & Video",18990.0,40990.0,54,22000.0,4.2,6659
B093QCY6YJ,ZEBRONICS ZEB-USB150WF1 WiFi USB Mini Adapter Supports 150 Mbps Wireless Data...,Computers & Accessories,Networking Devices,290.0,349.0,17,59.0,3.7,1977
B093ZNQZ2Y,"LOHAYA Remote Compatible for Mi Smart LED TV 4A Remote Control (32""/43"") [ Co...",Electronics,"Home Theater,TV & Video",249.0,799.0,69,550.0,3.8,1079
B08LKS3LSP,"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Charging Cable for iPh...",Computers & Accessories,Accessories & Peripherals,345.0,999.0,65,654.0,3.7,1097
B00V4BGDKU,TP-Link UE300 USB 3.0 to RJ45 Gigabit Ethernet Network Adapter - Plug and Play,Computers & Accessories,Networking Devices,1099.0,1899.0,42,800.0,4.5,22420
B08CHKQ8D4,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB...,Computers & Accessories,Accessories & Peripherals,719.0,1499.0,52,780.0,4.1,1045
B09BW334ML,Dealfreez Case Compatible with Fire TV Stick 3rd Gen 2021 Full Wrap Silicone...,Electronics,"Home Theater,TV & Video",349.0,1499.0,77,1150.0,4.3,4145
B082T6GVLJ,"Amazon Basics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging...",Computers & Accessories,Accessories & Peripherals,849.0,1809.0,53,960.0,4.3,6547
B07DL1KC3H,Isoelite Remote Compatible for Samsung LED/LCD Remote Control Works with All...,Electronics,"Home Theater,TV & Video",299.0,899.0,67,600.0,4.0,1588
B0B6F98KJJ,MI 100 cm (40 inches) 5A Series Full HD Smart Android LED TV with 24W Dolby A...,Electronics,"Home Theater,TV & Video",21999.0,29999.0,27,8000.0,4.2,32840
B07JNVF678,Wayona Nylon Braided USB Data Sync and Fast Charging 3A Short Power Bank Cabl...,Computers & Accessories,Accessories & Peripherals,349.0,999.0,65,650.0,4.2,13120
B09QGZFBPM,Wayona Type C To Type C Long Fast Charging Cable Type C Charger Cord Compatib...,Computers & Accessories,Accessories & Peripherals,399.0,999.0,60,600.0,4.3,2806
B07JGDB5M1,Wayona Nylon Braided 2M / 6Ft Fast Charge Usb To Lightning Data Sync And Char...,Computers & Accessories,Accessories & Peripherals,449.0,1299.0,65,850.0,4.2,24269
B0981XSZJ7,CROSSVOLT Compatible Dash/Warp Data Sync Fast Charging Cable Supported for Al...,Computers & Accessories,Accessories & Peripherals,299.0,999.0,70,700.0,4.3,766
B0B9XLX8VR,VU 139 cm (55 inches) The GloLED Series 4K Smart LED Google TV 55GloLED (Grey),Electronics,"Home Theater,TV & Video",37999.0,65000.0,42,27001.0,4.3,3587
B08Y5KXR6Z,"PTron Solero T241 2.4A Type-C Data & Charging USB Cable, Made in India, 480Mb...",Computers & Accessories,Accessories & Peripherals,99.0,800.0,88,701.0,3.9,24871
B09F6VHQXB,"Croma 80 cm (32 Inches) HD Ready LED TV (CREL7369, Black) (2021 Model)",Electronics,"Home Theater,TV & Video",7390.0,20000.0,63,12610.0,4.1,2581
B0974G5Q2Y,"boAt Laptop, Smartphone Type-c A400 Male Data Cable (Carbon Black)",Computers & Accessories,Accessories & Peripherals,273.1,999.0,73,725.9,4.3,20850
B09YL9SN9B,LG 80 cm (32 inches) HD Ready Smart LED TV 32LQ576BPSA (Ceramic Black),Electronics,"Home Theater,TV & Video",15990.0,23990.0,33,8000.0,4.3,1035
B09RX1FK54,"boAt Type C A750 Stress Resistant, Tangle-free, Sturdy Flat Cable with 6.5A F...",Computers & Accessories,Accessories & Peripherals,399.0,999.0,60,600.0,4.1,1780
B09TT6BFDX,Cotbolt Silicone Protective Case Cover for LG an MR21GA Magic Remote Shockpro...,Electronics,"Home Theater,TV & Video",399.0,1999.0,80,1600.0,4.5,505
B09KH58JZR,Portronics Konnect L POR-1403 Fast Charging 3A Type-C Cable 1.2 Meter with Ch...,Computers & Accessories,Accessories & Peripherals,210.0,399.0,47,189.0,4.1,1717
B09DDCQFMT,Electvision Remote Control Compatible with Amazon Fire tv Stick (Pairing Manu...,Electronics,"Home Theater,TV & Video",1299.0,1999.0,35,700.0,3.6,590
B08RP2L2NL,"King Shine Multi Retractable 3.0A Fast Charger Cord, Multiple Charging Cable...",Computers & Accessories,Accessories & Peripherals,347.0,999.0,65,652.0,3.5,1121
B0B4G2MWSB,"Lapster 5 pin mini usb cable, usb b cable,camera cable usb2.0 for External HD...",Computers & Accessories,Accessories & Peripherals,149.0,999.0,85,850.0,4.0,1313
B0B21C4BMX,"Portronics Konnect Spydr 31 3-in-1 Multi Functional Cable with 3.0A Output, T...",Computers & Accessories,Accessories & Peripherals,228.0,899.0,75,671.0,3.8,132
B084MZXJNK,"Belkin Apple Certified Lightning To Type C Cable, Tough Unbreakable Braided F...",Computers & Accessories,Accessories & Peripherals,1599.0,1999.0,20,400.0,4.4,1951
B0BHZCNC4P,Remote Control Compatible for Amazon Fire Tv Stick Remote Control [ 3rd Gen ]...,Electronics,"Home Theater,TV & Video",1499.0,3999.0,63,2500.0,3.7,37
B0B16KD737,VW 80 cm (32 inches) Playwall Frameless Series HD Ready Android Smart LED TV...,Electronics,"Home Theater,TV & Video",8499.0,15999.0,47,7500.0,4.3,592
B099K9ZX65,Hisense 108 cm (43 inches) 4K Ultra HD Smart Certified Android LED TV 43A6GE...,Electronics,"Home Theater,TV & Video",20990.0,44990.0,53,24000.0,4.1,1259
B08Y55LPBF,Redmi 126 cm (50 inches) 4K Ultra HD Android Smart LED TV X50 | L50M6-RA (Black),Electronics,"Home Theater,TV & Video",32999.0,44999.0,27,12000.0,4.2,45238
B015OW3M1W,AmazonBasics 6-Feet DisplayPort (not USB port) to HDMI Cable Black,Electronics,"Home Theater,TV & Video",799.0,1700.0,53,901.0,4.1,28638
B01D5H8ZI8,AmazonBasics 3 Feet High Speed HDMI Male to Female 2.0 Extension Cable,Electronics,"Home Theater,TV & Video",229.0,595.0,62,366.0,4.3,12835
B09X1M3DHX,iFFALCON 80 cm (32 inches) HD Ready Smart LED TV 32F53 (Black),Electronics,"Home Theater,TV & Video",9999.0,27990.0,64,17991.0,4.2,1269
B09MM6P76N,7SEVEN® Compatible Lg Smart Tv Remote Suitable for Any LG LED OLED LCD UHD Pl...,Electronics,"Home Theater,TV & Video",349.0,599.0,42,250.0,4.2,284
B01D5H8LDM,"AmazonBasics 3.5mm to 2-Male RCA Adapter Cable For Tablet, Smartphone (Black,...",Electronics,"Home Theater,TV & Video",489.0,1200.0,59,711.0,4.4,69538
B0B1YY6JJL,Acer 109 cm (43 inches) I Series 4K Ultra HD Android Smart LED TV AR43AR2851U...,Electronics,"Home Theater,TV & Video",23999.0,34990.0,31,10991.0,4.3,4703
B09QGZM8QB,Wayona Usb Type C 65W 6Ft/2M Long Fast Charging Cable Compatible For Samsung...,Computers & Accessories,Accessories & Peripherals,399.0,999.0,60,600.0,4.3,2806
B08L4SBJRY,"Saifsmart Outlet Wall Mount Hanger Holder for Dot 3rd Gen, Compact Bracket Ca...",Electronics,Home Audio,349.0,1299.0,73,950.0,4.0,3295
B09X79PP8F,"MI 2-in-1 USB Type C Cable (Micro USB to Type C) 30cm for Smartphone, Headpho...",Computers & Accessories,Accessories & Peripherals,179.0,299.0,40,120.0,3.9,81
B082T6GVG9,"AmazonBasics New Release ABS USB-A to Lightning Cable Cord, Fast Charging MFi...",Computers & Accessories,Accessories & Peripherals,689.0,1500.0,54,811.0,4.2,42301
B0B3XY5YT4,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UQ7500PSF (Ceramic Black),Electronics,"Home Theater,TV & Video",30990.0,49990.0,38,19000.0,4.3,1376
B0B4HKH19N,"pTron Solero 331 3.4Amps Multifunction Fast Charging Cable, 3-in-1 USB Cable...",Computers & Accessories,Accessories & Peripherals,249.0,931.0,73,682.0,3.9,1075
B08TGG316Z,"10k 8k 4k HDMI Cable, Certified 48Gbps 1ms Ultra High Speed HDMI 2.1 Cable 4k...",Electronics,"Home Theater,TV & Video",999.0,2399.0,58,1400.0,4.6,3664
B071VMP1Z4,LRIPL Compatible Sony Bravia LCD/led Remote Works with Almost All Sony led/LC...,Electronics,"Home Theater,TV & Video",399.0,399.0,0,0.0,3.9,1951
B071SDRGWL,"boAt Type-c A400 Type-c to USB A Cable for All Type C Phones (Lg nexus 5x), 1...",Computers & Accessories,Accessories & Peripherals,349.0,699.0,50,350.0,4.3,20850
B08PSQRW2T,Zoul Type C to Type C Fast Charging Cable 65W 2M/6ft USB C Nylon Braided Cord...,Computers & Accessories,Accessories & Peripherals,399.0,1099.0,64,700.0,4.1,2685
B0859M539M,"TP-LINK AC1300 Archer T3U Plus High Gain USB 3.0 Wi-Fi Dongle, Wireless Dual...",Computers & Accessories,Networking Devices,1699.0,2999.0,43,1300.0,4.4,24780
B08RX8G496,LRIPL Mi Remote Control with Netflix & Prime Video Button Compatible for Mi 4...,Electronics,"Home Theater,TV & Video",655.0,1099.0,40,444.0,3.2,285
B002SZEOLG,TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter...,Computers & Accessories,Networking Devices,749.0,1339.0,44,590.0,4.2,179692
B08CS3BT4L,Kodak 80 cm (32 inches) HD Ready Certified Android LED TV 32HDX7XPRO (Black),Electronics,"Home Theater,TV & Video",9999.0,12999.0,23,3000.0,4.2,6088
B00RFWNJMC,Airtel DigitalTV DTH Remote SD/HD/HD Recording Compatible for Television (Shi...,Electronics,"Home Theater,TV & Video",195.0,499.0,61,304.0,3.7,1383
B082T6GXS5,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, MFi Certified C...",Computers & Accessories,Accessories & Peripherals,999.0,2100.0,52,1101.0,4.5,5492
B09CMQRQM6,"Ambrane Fast 100W Output Cable with Type-C to Type-C for Mobile, Laptop, Macb...",Computers & Accessories,Accessories & Peripherals,499.0,899.0,44,400.0,4.2,919
B005LJQMCK,BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Ch...,Electronics,"Home Theater,TV & Video",416.0,599.0,31,183.0,4.2,30023
